Source,Year,Date,Age,Age_Range,Gender,Nationality,Cause_of_Death,Latitude,Longitude,County,State
San Diego County Office of the,2011.0,8/5/2011,29.0,26-35,M,Mexico,Drowning,32.54671759,-117.1257558,,
San Diego County Office of the,2011.0,9/3/2011,41.0,36-45,M,Mexico,Drowning,32.55765379,-117.1304894,,
San Diego County Office of the,2011.0,10/4/2011,43.0,36-45,M,Mexico,Drowning,32.53860686,-117.1257103,,
San Diego County Office of the,2011.0,10/5/2011,41.0,36-45,M,Mexico,Undetermined,32.79941209,-117.258615,,
San Diego County Office of the,2011.0,10/11/2011,,Unknown,M,,Undetermined,32.54085287,-117.0599328,,
San Diego County Office of the,2011.0,10/11/2011,,Unknown,M,,Undetermined,32.5407172,-117.0615636,,
San Diego County Office of the,2012.0,2/2/2012,,Unknown,M,Mexico,Undetermined (skeletonized remains),32.799028,-116.209083,,
San Diego County Office of the,2012.0,3/15/2012,24.0,18-25,M,,Thermal injuries and inhalation of products of combustion,32.79295569,-116.4970856,,
San Diego County Office of the,2012.0,3/17/2012,18.0,18-25,M,Mexico,Hypothermia due to: Environmental exposure,32.6382,-116.83381,,
San Diego County Office of the,2012.0,3/19/2012,37.0,36-45,M,Mexico,Hypothermia due to: Environmental Exposure,32.61307611,-116.4630667,,
San Diego County Office of the,2012.0,10/28/2012,,Unknown,U,Unknown,Undetermined (skeletonized remains),32.632778,-116.852778,,
San Diego County Office of the,2013.0,1/31/2013,28.0,26-35,M,Mexico,Drowning,32.54855096,-117.0349124,,
San Diego County Office of the,2013.0,3/21/2013,61.0,56 and older,M,Mexico,Acute myocardial infarct due to: Acute Coronary Syndrome due to: Multivessel coronary artery atherosclerosis due to: ASCVD,32.67361866,-116.0765212,,
San Diego County Office of the,2013.0,3/31/2013,62.0,56 and older,M,Mexico,Undetermined,32.639722,-116.116111,,
San Diego County Office of the,2013.0,8/1/2013,16.0,0-17,M,Mexico,Drowning,32.539444,-117.124167,,
San Diego County Office of the,2013.0,8/13/2013,56.0,56 and older,M,Mexico,Undetermined (skeletonized remains),32.818056,-116.414444,,
San Diego County Office of the,2013.0,9/1/2013,36.0,36-45,M,Mexico,Hyperthermia due to: Environmental exposure,32.616944,-116.224167,,
San Diego County Office of the,2013.0,9/16/2013,,Unknown,M,Mexico,Undetermined (skull only),32.58926,-116.73145,,
San Diego County Office of the,2013.0,11/25/2013,35.0,26-35,M,Mexico,Acute heroin and alcohol intoxication,,,,
San Diego County Office of the,2013.0,12/30/2013,32.0,26-35,F,Mexico,Hyperglycemia and ketoacidosis due to: Diabetes mellitus,32.606111,-116.885833,,
San Diego County Office of the,2014.0,2/18/2014,41.0,36-45,M,Mexico,Multiple gunshot wounds of torso,32.57,-116.871667,,
San Diego County Office of the,2014.0,9/22/2014,41.0,36-45,M,Mexico,Undetermined,32.706389,-116.192222,,
San Diego County Office of the,2014.0,10/4/2014,49.0,46-55,M,Mexico,Environmental exposure,32.625833,-116.828611,,
San Diego County Office of the,2015.0,5/5/2015,50.0,46-55,M,Mexico,Multi-organ failure due to: Multi-organ failure due to: Acute pneumonia,32.62401727,-116.917551,,
San Diego County Office of the,2015.0,6/16/2015,22.0,18-25,M,Mexico,Undetermined partly skeletonized remains,32.60975035,-116.4443556,,
San Diego County Office of the,2015.0,6/18/2015,32.0,26-35,F,Mexico,Drowning,33.006667,-117.479167,,
San Diego County Office of the,2015.0,8/27/2015,22.0,18-25,M,Mexico,Medical complications of hyperthermia (heat stroke) due to: Medical complications of hyperthermia (heat stroke),32.72989701,-116.6946308,,
San Diego County Office of the,2015.0,9/23/2015,24.0,18-25,M,Mexico,Environmental exposure,32.644444,-116.741667,,
San Diego County Office of the,2015.0,9/28/2015,,Unknown,M,Mexico,Undetermined (skull),32.634722,-116.709444,,
San Diego County Office of the,2015.0,9/29/2015,56.0,56 and older,M,Mexico,Undetermined,32.546944,-117.07,,
San Diego County Office of the,2015.0,11/4/2015,,Unknown,M,Mexico,Undetermined,32.550556,-116.936944,,
San Diego County Office of the,2015.0,11/8/2015,36.0,36-45,M,Mexico,Undetermined,32.796111,-116.628611,,
San Diego County Office of the,2015.0,12/1/2015,32.0,26-35,M,Mexico,Undetermined,32.54646823,-117.0885984,,
San Diego County Office of the,2015.0,12/10/2015,42.0,36-45,M,Mexico,Undetermined (skeletal remains),32.610556,-116.880278,,
San Diego County Office of the,2016.0,1/7/2016,,Unknown,M,Mexico,Undetermined (skeletal remains),32.55038,-116.93712,,
San Diego County Office of the,2016.0,2/19/2016,,Unknown,M,Mexico,Undetermined,32.54178,-117.04145,,
San Diego County Office of the,2016.0,2/21/2016,47.0,46-55,M,Mexico,Undetermined,32.8385,-116.176472,,
San Diego County Office of the,2016.0,3/14/2016,,Unknown,M,Mexico,Undetermined (skeletal remains),32.635417,-116.853117,,
San Diego County Office of the,2016.0,7/22/2016,33.0,26-35,M,Mexico,Heat stroke,32.564167,-116.914444,,
San Diego County Office of the,2016.0,8/1/2016,45.0,36-45,M,Mexico,Environmental hyperthermia,32.604722,-116.858611,,
San Diego County Office of the,2016.0,8/17/2016,17.0,0-17,M,Mexico,Undetermined,32.843056,-116.206111,,
San Diego County Office of the,2016.0,9/3/2016,49.0,46-55,M,Mexico,Drowning,32.534444,-117.123889,,
San Diego County Office of the,2016.0,10/7/2016,,Unknown,M,Mexico,Undetermined,32.603333,-116.750833,,
San Diego County Office of the,2016.0,12/29/2016,54.0,46-55,M,Mexico,Undetermined,32.76545442,-116.5817488,,
San Diego County Office of the,2016.0,12/31/2016,43.0,36-45,M,Mexico,Drowning,32.541667,-117.038056,,
San Diego County Office of the,2017.0,6/9/2017,,Unknown,M,Mexico,Undetermined,32.650278,-117.062778,,
San Diego County Office of the,2017.0,6/14/2017,31.0,26-35,M,Mexico,Undetermined,32.618056,-116.540278,,
San Diego County Office of the,2017.0,8/1/2017,35.0,26-35,M,Mexico,Environmental heat stress (heat stroke),32.587778,-116.81,,
San Diego County Office of the,2017.0,9/4/2017,24.0,18-25,M,Mexico,Hyperthermia due to: Environmental exposure,32.564167,-116.816667,,
San Diego County Office of the,2017.0,9/17/2017,30.0,26-35,M,Mexico,Multiple blunt force injuries,32.9153878,-117.2311797,,
San Diego County Office of the,2017.0,9/17/2017,30.0,26-35,F,Mexico,Multiple blunt force injuries,32.91231097,-117.228897,,
San Diego County Office of the,2017.0,10/29/2017,17.0,0-17,M,Mexico,Probable environmental hyperthermia,32.654167,-116.933333,,
San Diego County Office of the,2017.0,11/19/2017,54.0,46-55,M,Mexico,Drowning,32.803889,-117.272222,,
San Diego County Office of the,2018.0,6/4/2018,34.0,26-35,M,Mexico,Exogenous hyperthermia and exhaustion due to: Hot environment,32.593333,-116.641667,,
San Diego County Office of the,2018.0,7/7/2018,45.0,36-45,M,Mexico,Undetermined,32.761111,-116.269167,,
San Diego County Office of the,2018.0,7/8/2018,46.0,46-55,M,Mexico,Undetermined,32.643056,-116.775278,,
San Diego County Office of the,2018.0,8/14/2018,36.0,36-45,M,Mexico,Coronary artery atherosclerosis,32.54515572,-117.0701806,,
San Diego County Office of the,2018.0,8/25/2018,21.0,18-25,M,Mexico,Environmental exposure,32.875556,-116.361667,,
San Diego County Office of the,2018.0,9/28/2018,44.0,36-45,M,,Undetermined (Skeletonized remains),32.625278,-116.884722,,
San Diego County Office of the,2018.0,10/5/2018,,Unknown,U,,Undetermined,32.587778,-116.837778,,
San Diego County Office of the,2018.0,11/29/2018,38.0,36-45,F,Mexico,Multiple blunt force injuries,32.72530931,-116.4020852,,
San Diego County Office of the,2018.0,11/29/2018,22.0,18-25,M,Mexico,Blunt force head trauma,32.7244542,-116.3996061,,
San Diego County Office of the,2018.0,11/29/2018,34.0,26-35,M,Mexico,"Blunt force injuries of head, neck, and torso",32.72551787,-116.4021843,,
San Diego County Office of the,2018.0,12/28/2018,45.0,36-45,M,,Drowning,32.53456782,-117.1238626,,
San Diego County Office of the,2019.0,1/3/2019,45.0,36-45,M,Mexico,Atherosclerotic cardiovascular disease,32.621111,-116.271389,,
San Diego County Office of the,2019.0,6/19/2019,59.0,56 and older,M,Mexico,Drowning,32.53580904,-117.127452,,
San Diego County Office of the,2019.0,7/9/2019,0.0,0-17,M,Ecuador,Intrauterine fetal demise due to: Maternal and fetal blunt force injuries,32.55574086,-116.8779301,,
San Diego County Office of the,2019.0,7/20/2019,19.0,18-25,M,Mexico,Sepsis and multiorgan failure due to: Hyperthermia due to: Environmental exposure,32.6552393,-115.63947,,
San Diego County Office of the,2019.0,7/29/2019,15.0,0-17,F,Mexico,Hyperthermia due to: Environmental exposure,32.591944,-116.822778,,
San Diego County Office of the,2019.0,7/30/2019,31.0,26-35,F,Mexico,Hyperthermia due to: Environmental exposure,32.594722,-116.6125,,
San Diego County Office of the,2019.0,8/25/2019,60.0,56 and older,M,Mexico,Drowning,32.536389,-117.122778,,
San Diego County Office of the,2019.0,11/25/2019,,Unknown,M,Unspecified Latino,Undetermined,32.753333,-117.2925,,
San Diego County Office of the,2019.0,11/29/2019,22.0,18-25,M,India,Drowning,"32.543889,",-117.125,,
San Diego County Office of the,2019.0,12/21/2019,,Unknown,U,,Undetermined,32.542222,-117.058333,,
San Diego County Office of the,2020.0,1/15/2020,,Unknown,M,,Undetermined,32.876111,-116.3625,,
San Diego County Office of the,2020.0,2/3/2020,62.0,56 and older,M,Mexico,Drowning,32.57120093,-117.1348173,,
San Diego County Office of the,2020.0,2/4/2020,45.0,36-45,M,Mexico,Anoxic-ischemic encephalopathy due to: Resuscitated cardiopulmonary arrest due to: Drowning,32.599722,-117.133056,,
San Diego County Office of the,2020.0,2/10/2020,29.0,26-35,F,Mexico,Environmental hypothermia,32.814722,-116.360278,,
San Diego County Office of the,2020.0,2/10/2020,32.0,26-35,F,Mexico,Environmental hypothermia,32.81575254,-116.3623582,,
San Diego County Office of the,2020.0,2/10/2020,35.0,26-35,F,Mexico,Environmental hypothermia,32.81456365,-116.3573879,,
San Diego County Office of the,2020.0,5/8/2020,44.0,36-45,F,Mexico,Hyperthermia due to: Environmental exposure,32.62614768,-116.1931667,,
San Diego County Office of the,2020.0,6/20/2020,,Unknown,U,Unknown,Undetermined (skeletal remains),32.603056,-116.677778,,
San Diego County Office of the,2020.0,8/2/2020,42.0,36-45,M,Mexico,Drowning,32.751667,-117.251667,,
San Diego County Office of the,2020.0,8/2/2020,49.0,46-55,M,Mexico,Drowning,32.75189589,-117.252005,,
San Diego County Office of the,2020.0,8/16/2020,42.0,36-45,M,Mexico,Hyperthermia due to: Environmental exposure,32.6225,-116.875,,
San Diego County Office of the,2020.0,8/30/2020,27.0,26-35,M,Mexico,Hyperthermia due to: Environmental exposure,32.589167,-116.688611,,
San Diego County Office of the,2020.0,9/14/2020,,Unknown,U,Unknown,Undetermined,32.588056,-116.838056,,
San Diego County Office of the,2020.0,10/4/2020,32.0,26-35,M,Mexico,Probable hyperthermia,32.63062448,-116.8911907,,
San Diego County Office of the,2020.0,10/17/2020,48.0,46-55,M,Mexico,Undetermined,32.615,-116.403056,,
San Diego County Office of the,2020.0,10/23/2020,30.0,26-35,M,Mexico,Penetrating gunshot wound of chest,32.541667,-117.036944,,
San Diego County Office of the,2020.0,10/24/2020,,Unknown,M,,Undetermined,32.592222,-116.728333,,
San Diego County Office of the,2020.0,11/18/2020,19.0,18-25,F,Mexico,Blunt force head and torso trauma,32.54629502,-117.0015422,,
San Diego County Office of the,2020.0,12/7/2020,36.0,36-45,M,Mexico,Undetermined,32.603889,-116.33,,
San Diego County Office of the,2021.0,1/6/2021,39.0,36-45,M,Mexico,Blunt force head and torso trauma,32.545278,-117.001667,,
San Diego County Office of the,2021.0,1/12/2021,50.0,46-55,M,Mexico,Undetermined,32.876611,-116.365139,,
San Diego County Office of the,2021.0,1/29/2021,,Unknown,M,Mexico,Drowning,32.54537432,-117.0292949,,
San Diego County Office of the,2021.0,2/3/2021,62.0,56 and older,M,Mexico,"Multiple blunt force injuries, especially head",32.544444,-117.0075,,
San Diego County Office of the,2021.0,2/3/2021,57.0,56 and older,M,Mexico,Environmental Hypothermia,32.60990566,-116.9352953,,
San Diego County Office of the,2021.0,3/3/2021,31.0,26-35,M,Mexico,"Multiple blunt force injuries of head, chest and abdomen",32.554167,-116.894444,,
San Diego County Office of the,2021.0,3/28/2021,16.0,0-17,M,Mexico,Undetermined,32.58696,-116.81091,,
San Diego County Office of the,2021.0,4/27/2021,49.0,46-55,M,Mexico,Acute and chronic bronchial asthma,32.58696,-116.81091,,
San Diego County Office of the,2021.0,4/28/2021,54.0,46-55,M,Mexico,Acute peritonitis due to: Perforated duodenal ulcer,32.630833,-116.898056,,
San Diego County Office of the,2021.0,4/29/2021,56.0,56 and older,M,Mexico,Multiple blunt force injuries,32.554722,-116.887778,,
San Diego County Office of the,2021.0,5/2/2021,35.0,26-35,F,Mexico,Drowning,32.6689725,-117.2464497,,
San Diego County Office of the,2021.0,5/2/2021,29.0,26-35,M,Mexico,Drowning,32.67045366,-117.2467501,,
San Diego County Office of the,2021.0,5/2/2021,41.0,36-45,F,Mexico,Drowning,32.669167,-117.247222,,
San Diego County Office of the,2021.0,5/6/2021,49.0,46-55,M,Mexico,Multiple blunt force injuries,32.555278,-117.0325,,
San Diego County Office of the,2021.0,5/20/2021,43.0,36-45,M,Mexico,Drowning,32.84472033,-117.2789761,,
San Diego County Office of the,2021.0,6/18/2021,26.0,26-35,F,Mexico,Environmental exposure,32.64555583,-116.8100784,,
San Diego County Office of the,2021.0,6/26/2021,31.0,26-35,F,Mexico,Hyperthermia,32.6697228,-116.2900534,,
San Diego County Office of the,2021.0,6/30/2021,33.0,26-35,M,Mexico,Toxic effects of methamphetamine,32.608056,-116.81,,
San Diego County Office of the,2021.0,7/3/2021,21.0,18-25,M,Mexico,Cardiac hypertrophy  due to: Stenosis of congenital bicuspid aortic valve,32.581667,-116.833611,,
San Diego County Office of the,2021.0,7/3/2021,27.0,26-35,M,Mexico,Blunt force injuries,32.545556,-116.996111,,
San Diego County Office of the,2021.0,7/8/2021,44.0,36-45,M,Mexico,"Multiple blunt force injuries, especially head",32.537778,-117.090556,,
San Diego County Office of the,2021.0,7/13/2021,44.0,36-45,M,Mexico,Complications of hyperthermia due to: Environmental exposure,32.59956944,-116.8327836,,
San Diego County Office of the,2021.0,7/25/2021,44.0,36-45,M,Honduras,Blunt force injuries of head,32.547778,-116.971389,,
San Diego County Office of the,2021.0,7/26/2021,24.0,18-25,M,,Blunt force head trauma,32.540974,-117.060065,,
San Diego County Office of the,2021.0,8/9/2021,25.0,18-25,F,Mexico,Hyperthermia  due to: Environmental exposure,32.585119,-116.894444,,
San Diego County Office of the,2021.0,8/10/2021,26.0,26-35,F,Mexico,Hyperthermia due to: Environmental exposure,32.593056,-116.846389,,
San Diego County Office of the,2021.0,8/28/2021,53.0,46-55,M,Mexico,Hyperthermia  due to: Environmental exposure,32.726389,-116.108056,,
San Diego County Office of the,2021.0,9/5/2021,50.0,46-55,M,Mexico,Complications of blunt force injury of lower left extremity,32.66727929,-115.46627,,
San Diego County Office of the,2021.0,9/21/2021,39.0,36-45,M,Mexico,Complications of multiple blunt force injuries,32.55556049,-116.8790534,,
San Diego County Office of the,2021.0,9/28/2021,27.0,26-35,F,,Hyperthermia due to: Environmental exposure,32.639722,-116.868056,,
San Diego County Office of the,2021.0,10/11/2021,63.0,56 and older,M,Mexico,Undetermined,32.5675,-116.859167,,
San Diego County Office of the,2021.0,10/12/2021,34.0,26-35,M,Mexico,Undetermined,"32.601111,",-116.719167,,
San Diego County Office of the,2021.0,10/11/2021,26.0,26-35,M,Mexico,Multiple blunt force injuries especially head and neck,32.64845225,-115.7175749,,
San Diego County Office of the,2021.0,10/21/2021,44.0,36-45,F,Mexico,Anoxic encephalopathy due to: Resuscitated cardiorespiratory arrest  due to: Drowning,33.15287267,-117.3690487,,
San Diego County Office of the,2021.0,10/30/2021,50.0,46-55,F,Mexico,Drowning,32.53989333,-117.1252082,,
San Diego County Office of the,2021.0,11/6/2021,24.0,18-25,F,Mexico,Blunt force injuries of head,32.545833,-116.993611,,
San Diego County Office of the,2021.0,11/19/2021,32.0,26-35,M,Mexico,Blunt force injuries,32.54530943,-117.0050954,,
San Diego County Office of the,2021.0,11/19/2021,39.0,36-45,F,,Mulitple blunt force injuries,32.545278,-117.005278,,
San Diego County Office of the,2021.0,12/3/2021,39.0,36-45,F,Mexico,Undetermined,32.598889,-116.723889,,
San Diego County Office of the,2021.0,12/25/2021,52.0,46-55,M,Mexico,Multiple blunt force injuries,32.651111,-116.852222,,
San Diego County Office of the,2021.0,12/28/2021,32.0,26-35,M,Mexico,Hypothermia,32.61,-116.844444,,
San Diego County Office of the,2021.0,12/31/2021,26.0,26-35,F,Mexico,Probable environmental exposure (hypothermia),32.578056,-116.851111,,
San Diego County Office of the,2022.0,1/1/2022,42.0,36-45,M,Mexico,Ketoacidosis due to: Diabetes Mellitus,32.603889,-116.925833,,
San Diego County Office of the,2022.0,1/15/2022,22.0,18-25,M,Mexico,Multiple blunt force injuries,32.55239639,-116.917321,,
San Diego County Office of the,2022.0,1/28/2022,57.0,56 and older,M,,Multiple blunt force injuries,32.54832084,-116.973733,,
San Diego County Office of the,2022.0,2/5/2022,46.0,46-55,M,Mexico,Multiple blunt force injuries of torso,32.552778,-116.911389,,
San Diego County Office of the,2022.0,2/6/2022,49.0,46-55,M,Mexico,Lymphocytic myocarditis,32.573361,-116.829583,,
San Diego County Office of the,2022.0,2/17/2022,21.0,18-25,M,Mexico,Hypothermia,32.691667,-116.71,,
